"future","rate","time"
"DEFI-PERP",-0.000377,"2020-10-10T06:00:00+00:00"
"DEFI-PERP",-0.000346,"2020-10-10T05:00:00+00:00"
"DEFI-PERP",-0.000246,"2020-10-10T04:00:00+00:00"
"DEFI-PERP",-0.000242,"2020-10-10T03:00:00+00:00"
"DEFI-PERP",-0.000201,"2020-10-10T02:00:00+00:00"
"DEFI-PERP",-0.000205,"2020-10-10T01:00:00+00:00"
"DEFI-PERP",-0.000173,"2020-10-10T00:00:00+00:00"
"DEFI-PERP",-0.000159,"2020-10-09T23:00:00+00:00"
"DEFI-PERP",-0.000197,"2020-10-09T22:00:00+00:00"
"DEFI-PERP",-0.000245,"2020-10-09T21:00:00+00:00"
"DEFI-PERP",-0.000254,"2020-10-09T20:00:00+00:00"
"DEFI-PERP",-0.000245,"2020-10-09T19:00:00+00:00"
"DEFI-PERP",-0.000152,"2020-10-09T18:00:00+00:00"
"DEFI-PERP",-0.000143,"2020-10-09T17:00:00+00:00"
"DEFI-PERP",-0.000194,"2020-10-09T16:00:00+00:00"
"DEFI-PERP",-0.000221,"2020-10-09T15:00:00+00:00"
"DEFI-PERP",-0.000223,"2020-10-09T14:00:00+00:00"
"DEFI-PERP",-0.000193,"2020-10-09T13:00:00+00:00"
"DEFI-PERP",-0.000259,"2020-10-09T12:00:00+00:00"
"DEFI-PERP",-0.000197,"2020-10-09T11:00:00+00:00"
"DEFI-PERP",-0.00017,"2020-10-09T10:00:00+00:00"
"DEFI-PERP",-0.000188,"2020-10-09T09:00:00+00:00"
"DEFI-PERP",-0.000243,"2020-10-09T08:00:00+00:00"
"DEFI-PERP",-0.000311,"2020-10-09T07:00:00+00:00"
"DEFI-PERP",-0.000263,"2020-10-09T06:00:00+00:00"
"DEFI-PERP",-0.000252,"2020-10-09T05:00:00+00:00"
"DEFI-PERP",-0.000241,"2020-10-09T04:00:00+00:00"
"DEFI-PERP",-0.000234,"2020-10-09T03:00:00+00:00"
"DEFI-PERP",-0.000271,"2020-10-09T02:00:00+00:00"
"DEFI-PERP",-0.000263,"2020-10-09T01:00:00+00:00"
"DEFI-PERP",-0.000194,"2020-10-09T00:00:00+00:00"
"DEFI-PERP",-0.000065,"2020-10-08T23:00:00+00:00"
"DEFI-PERP",-0.000112,"2020-10-08T22:00:00+00:00"
"DEFI-PERP",-0.000124,"2020-10-08T21:00:00+00:00"
"DEFI-PERP",-0.00009,"2020-10-08T20:00:00+00:00"
"DEFI-PERP",-0.000159,"2020-10-08T19:00:00+00:00"
"DEFI-PERP",-0.000131,"2020-10-08T18:00:00+00:00"
"DEFI-PERP",-0.000093,"2020-10-08T17:00:00+00:00"
"DEFI-PERP",-0.000148,"2020-10-08T16:00:00+00:00"
"DEFI-PERP",-0.000242,"2020-10-08T15:00:00+00:00"
"DEFI-PERP",-0.000316,"2020-10-08T14:00:00+00:00"
"DEFI-PERP",-0.000196,"2020-10-08T13:00:00+00:00"
"DEFI-PERP",-0.000254,"2020-10-08T12:00:00+00:00"
"DEFI-PERP",-0.000223,"2020-10-08T11:00:00+00:00"
"DEFI-PERP",-0.000223,"2020-10-08T10:00:00+00:00"
"DEFI-PERP",-0.00022,"2020-10-08T09:00:00+00:00"
"DEFI-PERP",-0.000263,"2020-10-08T08:00:00+00:00"
"DEFI-PERP",-0.000274,"2020-10-08T07:00:00+00:00"
"DEFI-PERP",-0.000277,"2020-10-08T06:00:00+00:00"
"DEFI-PERP",-0.000328,"2020-10-08T05:00:00+00:00"
"DEFI-PERP",-0.000308,"2020-10-08T04:00:00+00:00"
"DEFI-PERP",-0.00031,"2020-10-08T03:00:00+00:00"
"DEFI-PERP",-0.000284,"2020-10-08T02:00:00+00:00"
"DEFI-PERP",0.000095,"2020-11-18T17:00:00+00:00"
"DEFI-PERP",0.000078,"2020-11-18T16:00:00+00:00"
"DEFI-PERP",0.000147,"2020-11-18T15:00:00+00:00"
"DEFI-PERP",0.000156,"2020-11-18T14:00:00+00:00"
"DEFI-PERP",0.000297,"2020-11-18T13:00:00+00:00"
"DEFI-PERP",0.000424,"2020-11-18T12:00:00+00:00"
"DEFI-PERP",0.00039,"2020-11-18T11:00:00+00:00"
"DEFI-PERP",0.000291,"2020-11-18T10:00:00+00:00"
"DEFI-PERP",0.000305,"2020-11-18T09:00:00+00:00"
"DEFI-PERP",0.000352,"2020-11-18T08:00:00+00:00"
"DEFI-PERP",0.000395,"2020-11-18T07:00:00+00:00"
"DEFI-PERP",0.000323,"2020-11-18T06:00:00+00:00"
"DEFI-PERP",0.000298,"2020-11-18T05:00:00+00:00"
"DEFI-PERP",0.000236,"2020-11-18T04:00:00+00:00"
"DEFI-PERP",0.000238,"2020-11-18T03:00:00+00:00"
"DEFI-PERP",0.000272,"2020-11-18T02:00:00+00:00"
"DEFI-PERP",0.000345,"2020-11-18T01:00:00+00:00"
"DEFI-PERP",0.000304,"2020-11-18T00:00:00+00:00"
"DEFI-PERP",0.000225,"2020-11-17T23:00:00+00:00"
"DEFI-PERP",0.000249,"2020-11-17T22:00:00+00:00"
"DEFI-PERP",0.000288,"2020-11-17T21:00:00+00:00"
"DEFI-PERP",0.000244,"2020-11-17T20:00:00+00:00"
"DEFI-PERP",0.00018,"2020-11-17T19:00:00+00:00"
"DEFI-PERP",0.000188,"2020-11-17T18:00:00+00:00"
"DEFI-PERP",0.000187,"2020-11-17T17:00:00+00:00"
"DEFI-PERP",0.000195,"2020-11-17T16:00:00+00:00"
"DEFI-PERP",0.000189,"2020-11-17T15:00:00+00:00"
"DEFI-PERP",0.000199,"2020-11-17T14:00:00+00:00"
"DEFI-PERP",0.000219,"2020-11-17T13:00:00+00:00"
"DEFI-PERP",0.000235,"2020-11-17T12:00:00+00:00"
"DEFI-PERP",0.00029,"2020-11-17T11:00:00+00:00"
"DEFI-PERP",0.000235,"2020-11-17T10:00:00+00:00"
"DEFI-PERP",0.000276,"2020-11-17T09:00:00+00:00"
"DEFI-PERP",0.000233,"2020-11-17T08:00:00+00:00"
"DEFI-PERP",0.000153,"2020-11-17T07:00:00+00:00"
"DEFI-PERP",0.00008,"2020-11-17T06:00:00+00:00"
"DEFI-PERP",0.00007,"2020-11-17T05:00:00+00:00"
"DEFI-PERP",0.000073,"2020-11-17T04:00:00+00:00"
"DEFI-PERP",0.00007,"2020-11-17T03:00:00+00:00"
"DEFI-PERP",0.000073,"2020-11-17T02:00:00+00:00"
"DEFI-PERP",0.00007,"2020-11-17T01:00:00+00:00"
"DEFI-PERP",0.000058,"2020-11-17T00:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-16T23:00:00+00:00"
"DEFI-PERP",0.000043,"2020-11-16T22:00:00+00:00"
"DEFI-PERP",-0.000018,"2020-11-16T21:00:00+00:00"
"DEFI-PERP",-0.000028,"2020-11-16T20:00:00+00:00"
"DEFI-PERP",0.000072,"2020-11-16T19:00:00+00:00"
"DEFI-PERP",0.000179,"2020-11-16T18:00:00+00:00"
"DEFI-PERP",0.000121,"2020-11-16T17:00:00+00:00"
"DEFI-PERP",0.000111,"2020-11-16T16:00:00+00:00"
"DEFI-PERP",0.000213,"2020-11-16T15:00:00+00:00"
"DEFI-PERP",0.000233,"2020-11-16T14:00:00+00:00"
"DEFI-PERP",0.000146,"2020-11-16T13:00:00+00:00"
"DEFI-PERP",0.000142,"2020-11-16T12:00:00+00:00"
"DEFI-PERP",0.000111,"2020-11-16T11:00:00+00:00"
"DEFI-PERP",0.000088,"2020-11-16T10:00:00+00:00"
"DEFI-PERP",0.000108,"2020-11-16T09:00:00+00:00"
"DEFI-PERP",0.000103,"2020-11-16T08:00:00+00:00"
"DEFI-PERP",0.000104,"2020-11-16T07:00:00+00:00"
"DEFI-PERP",0.00007,"2020-11-16T06:00:00+00:00"
"DEFI-PERP",0.000026,"2020-11-16T05:00:00+00:00"
"DEFI-PERP",-0.000045,"2020-11-16T04:00:00+00:00"
"DEFI-PERP",-0.000071,"2020-11-16T03:00:00+00:00"
"DEFI-PERP",-0.000081,"2020-11-16T02:00:00+00:00"
"DEFI-PERP",-0.00011,"2020-11-16T01:00:00+00:00"
"DEFI-PERP",-0.000105,"2020-11-16T00:00:00+00:00"
"DEFI-PERP",-0.000185,"2020-11-15T23:00:00+00:00"
"DEFI-PERP",0.000153,"2020-11-15T22:00:00+00:00"
"DEFI-PERP",0.000222,"2020-11-15T21:00:00+00:00"
"DEFI-PERP",0.000249,"2020-11-15T20:00:00+00:00"
"DEFI-PERP",0.00026,"2020-11-15T19:00:00+00:00"
"DEFI-PERP",0.000152,"2020-11-15T18:00:00+00:00"
"DEFI-PERP",0.000155,"2020-11-15T17:00:00+00:00"
"DEFI-PERP",0.000212,"2020-11-15T16:00:00+00:00"
"DEFI-PERP",0.000243,"2020-11-15T15:00:00+00:00"
"DEFI-PERP",0.00023,"2020-11-15T14:00:00+00:00"
"DEFI-PERP",0.000242,"2020-11-15T13:00:00+00:00"
"DEFI-PERP",0.000175,"2020-11-15T12:00:00+00:00"
"DEFI-PERP",0.000139,"2020-11-15T11:00:00+00:00"
"DEFI-PERP",0.000125,"2020-11-15T10:00:00+00:00"
"DEFI-PERP",0.000146,"2020-11-15T09:00:00+00:00"
"DEFI-PERP",0.000161,"2020-11-15T08:00:00+00:00"
"DEFI-PERP",0.000167,"2020-11-15T07:00:00+00:00"
"DEFI-PERP",0.000162,"2020-11-15T06:00:00+00:00"
"DEFI-PERP",0.000141,"2020-11-15T05:00:00+00:00"
"DEFI-PERP",0.00013,"2020-11-15T04:00:00+00:00"
"DEFI-PERP",0.000165,"2020-11-15T03:00:00+00:00"
"DEFI-PERP",0.000113,"2020-11-15T02:00:00+00:00"
"DEFI-PERP",0.000079,"2020-11-15T01:00:00+00:00"
"DEFI-PERP",0.000049,"2020-11-15T00:00:00+00:00"
"DEFI-PERP",0.000057,"2020-11-14T23:00:00+00:00"
"DEFI-PERP",0.000053,"2020-11-14T22:00:00+00:00"
"DEFI-PERP",0.000062,"2020-11-14T21:00:00+00:00"
"DEFI-PERP",0.00004,"2020-11-14T20:00:00+00:00"
"DEFI-PERP",-0.000035,"2020-11-14T19:00:00+00:00"
"DEFI-PERP",-0.00002,"2020-11-14T18:00:00+00:00"
"DEFI-PERP",0.000079,"2020-11-14T17:00:00+00:00"
"DEFI-PERP",0.000063,"2020-11-14T16:00:00+00:00"
"DEFI-PERP",0.000093,"2020-11-14T15:00:00+00:00"
"DEFI-PERP",0.000077,"2020-11-14T14:00:00+00:00"
"DEFI-PERP",0.0001,"2020-11-14T13:00:00+00:00"
"DEFI-PERP",0.000103,"2020-11-14T12:00:00+00:00"
"DEFI-PERP",0.000004,"2020-11-14T11:00:00+00:00"
"DEFI-PERP",-0.000019,"2020-11-14T10:00:00+00:00"
"DEFI-PERP",-0.000015,"2020-11-14T09:00:00+00:00"
"DEFI-PERP",0.000004,"2020-11-14T08:00:00+00:00"
"DEFI-PERP",0.000019,"2020-11-14T07:00:00+00:00"
"DEFI-PERP",0.000005,"2020-11-14T06:00:00+00:00"
"DEFI-PERP",-0.000031,"2020-11-14T05:00:00+00:00"
"DEFI-PERP",0.000026,"2020-11-14T04:00:00+00:00"
"DEFI-PERP",0.000057,"2020-11-14T03:00:00+00:00"
"DEFI-PERP",0.000095,"2020-11-14T02:00:00+00:00"
"DEFI-PERP",0.000092,"2020-11-14T01:00:00+00:00"
"DEFI-PERP",0.000032,"2020-11-14T00:00:00+00:00"
"DEFI-PERP",-0.000037,"2020-11-13T23:00:00+00:00"
"DEFI-PERP",0.000009,"2020-11-13T22:00:00+00:00"
"DEFI-PERP",0.00008,"2020-11-13T21:00:00+00:00"
"DEFI-PERP",0.000077,"2020-11-13T20:00:00+00:00"
"DEFI-PERP",0.000072,"2020-11-13T19:00:00+00:00"
"DEFI-PERP",0.000097,"2020-11-13T18:00:00+00:00"
"DEFI-PERP",0.000135,"2020-11-13T17:00:00+00:00"
"DEFI-PERP",0.000132,"2020-11-13T16:00:00+00:00"
"DEFI-PERP",0.000141,"2020-11-13T15:00:00+00:00"
"DEFI-PERP",0.00002,"2020-11-13T14:00:00+00:00"
"DEFI-PERP",-0.000013,"2020-11-13T13:00:00+00:00"
"DEFI-PERP",-0.000009,"2020-11-13T12:00:00+00:00"
"DEFI-PERP",0.000157,"2020-11-13T11:00:00+00:00"
"DEFI-PERP",0.000208,"2020-11-13T10:00:00+00:00"
"DEFI-PERP",0.000208,"2020-11-13T09:00:00+00:00"
"DEFI-PERP",0.000212,"2020-11-13T08:00:00+00:00"
"DEFI-PERP",0.000212,"2020-11-13T07:00:00+00:00"
"DEFI-PERP",0.000211,"2020-11-13T06:00:00+00:00"
"DEFI-PERP",0.000233,"2020-11-13T05:00:00+00:00"
"DEFI-PERP",0.000263,"2020-11-13T04:00:00+00:00"
"DEFI-PERP",0.000282,"2020-11-13T03:00:00+00:00"
"DEFI-PERP",0.000294,"2020-11-13T02:00:00+00:00"
"DEFI-PERP",0.000321,"2020-11-13T01:00:00+00:00"
"DEFI-PERP",0.000345,"2020-11-13T00:00:00+00:00"
"DEFI-PERP",0.000343,"2020-11-12T23:00:00+00:00"
"DEFI-PERP",0.000325,"2020-11-12T22:00:00+00:00"
"DEFI-PERP",0.000321,"2020-11-12T21:00:00+00:00"
"DEFI-PERP",0.000308,"2020-11-12T20:00:00+00:00"
"DEFI-PERP",0.000284,"2020-11-12T19:00:00+00:00"
"DEFI-PERP",0.000237,"2020-11-12T18:00:00+00:00"
"DEFI-PERP",0.000246,"2020-11-12T17:00:00+00:00"
"DEFI-PERP",0.000312,"2020-11-12T16:00:00+00:00"
"DEFI-PERP",0.000261,"2020-11-12T15:00:00+00:00"
"DEFI-PERP",0.000236,"2020-11-12T14:00:00+00:00"
"DEFI-PERP",0.000283,"2020-11-12T13:00:00+00:00"
"DEFI-PERP",0.000295,"2020-11-12T12:00:00+00:00"
"DEFI-PERP",0.00029,"2020-11-12T11:00:00+00:00"
"DEFI-PERP",0.000243,"2020-11-12T10:00:00+00:00"
"DEFI-PERP",0.00024,"2020-11-12T09:00:00+00:00"
"DEFI-PERP",0.00019,"2020-11-12T08:00:00+00:00"
"DEFI-PERP",0.000168,"2020-11-12T07:00:00+00:00"
"DEFI-PERP",0.000078,"2020-11-12T06:00:00+00:00"
"DEFI-PERP",0.000059,"2020-11-12T05:00:00+00:00"
"DEFI-PERP",0.000051,"2020-11-12T04:00:00+00:00"
"DEFI-PERP",0.000071,"2020-11-12T03:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-12T02:00:00+00:00"
"DEFI-PERP",0.000051,"2020-11-12T01:00:00+00:00"
"DEFI-PERP",0.000011,"2020-11-12T00:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-11-11T23:00:00+00:00"
"DEFI-PERP",-0.000025,"2020-11-11T22:00:00+00:00"
"DEFI-PERP",-0.00003,"2020-11-11T21:00:00+00:00"
"DEFI-PERP",0.00008,"2020-11-11T20:00:00+00:00"
"DEFI-PERP",0.000257,"2020-11-11T19:00:00+00:00"
"DEFI-PERP",0.000302,"2020-11-11T18:00:00+00:00"
"DEFI-PERP",0.000318,"2020-11-11T17:00:00+00:00"
"DEFI-PERP",0.000286,"2020-11-11T16:00:00+00:00"
"DEFI-PERP",0.000263,"2020-11-11T15:00:00+00:00"
"DEFI-PERP",0.00023,"2020-11-11T14:00:00+00:00"
"DEFI-PERP",0.00017,"2020-11-11T13:00:00+00:00"
"DEFI-PERP",-0.000005,"2020-11-11T12:00:00+00:00"
"DEFI-PERP",-0.000148,"2020-11-11T11:00:00+00:00"
"DEFI-PERP",-0.000061,"2020-11-11T10:00:00+00:00"
"DEFI-PERP",0.000043,"2020-11-11T09:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-11T08:00:00+00:00"
"DEFI-PERP",0.000044,"2020-11-11T07:00:00+00:00"
"DEFI-PERP",0.000047,"2020-11-11T06:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-11T05:00:00+00:00"
"DEFI-PERP",0.00005,"2020-11-11T04:00:00+00:00"
"DEFI-PERP",0.000033,"2020-11-11T03:00:00+00:00"
"DEFI-PERP",0.000039,"2020-11-11T02:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-11T01:00:00+00:00"
"DEFI-PERP",0.000036,"2020-11-11T00:00:00+00:00"
"DEFI-PERP",0.000054,"2020-11-10T23:00:00+00:00"
"DEFI-PERP",0.000034,"2020-11-10T22:00:00+00:00"
"DEFI-PERP",0.000055,"2020-11-10T21:00:00+00:00"
"DEFI-PERP",0.000051,"2020-11-10T20:00:00+00:00"
"DEFI-PERP",0.000096,"2020-11-10T19:00:00+00:00"
"DEFI-PERP",0.000286,"2020-11-10T18:00:00+00:00"
"DEFI-PERP",0.000318,"2020-11-10T17:00:00+00:00"
"DEFI-PERP",0.000313,"2020-11-10T16:00:00+00:00"
"DEFI-PERP",0.000327,"2020-11-10T15:00:00+00:00"
"DEFI-PERP",0.000319,"2020-11-10T14:00:00+00:00"
"DEFI-PERP",0.000272,"2020-11-10T13:00:00+00:00"
"DEFI-PERP",0.000296,"2020-11-10T12:00:00+00:00"
"DEFI-PERP",0.000267,"2020-11-10T11:00:00+00:00"
"DEFI-PERP",0.000265,"2020-11-10T10:00:00+00:00"
"DEFI-PERP",0.000207,"2020-11-10T09:00:00+00:00"
"DEFI-PERP",0.000129,"2020-11-10T08:00:00+00:00"
"DEFI-PERP",0.00009,"2020-11-10T07:00:00+00:00"
"DEFI-PERP",0.000047,"2020-11-10T06:00:00+00:00"
"DEFI-PERP",0.00007,"2020-11-10T05:00:00+00:00"
"DEFI-PERP",0.000042,"2020-11-10T04:00:00+00:00"
"DEFI-PERP",0.000063,"2020-11-10T03:00:00+00:00"
"DEFI-PERP",0.000022,"2020-11-10T02:00:00+00:00"
"DEFI-PERP",-0.000008,"2020-11-10T01:00:00+00:00"
"DEFI-PERP",0.000027,"2020-11-10T00:00:00+00:00"
"DEFI-PERP",0.000014,"2020-11-09T23:00:00+00:00"
"DEFI-PERP",0.000037,"2020-11-09T22:00:00+00:00"
"DEFI-PERP",0.000047,"2020-11-09T21:00:00+00:00"
"DEFI-PERP",0.000047,"2020-11-09T20:00:00+00:00"
"DEFI-PERP",0.000039,"2020-11-09T19:00:00+00:00"
"DEFI-PERP",0.000035,"2020-11-09T18:00:00+00:00"
"DEFI-PERP",0.000038,"2020-11-09T17:00:00+00:00"
"DEFI-PERP",0.00008,"2020-11-09T16:00:00+00:00"
"DEFI-PERP",0.000112,"2020-11-09T15:00:00+00:00"
"DEFI-PERP",0.000116,"2020-11-09T14:00:00+00:00"
"DEFI-PERP",0.000248,"2020-11-09T13:00:00+00:00"
"DEFI-PERP",0.000134,"2020-11-09T12:00:00+00:00"
"DEFI-PERP",0.000082,"2020-11-09T11:00:00+00:00"
"DEFI-PERP",-0.000015,"2020-11-09T10:00:00+00:00"
"DEFI-PERP",0.00003,"2020-11-09T09:00:00+00:00"
"DEFI-PERP",0.000138,"2020-11-09T08:00:00+00:00"
"DEFI-PERP",0.000232,"2020-11-09T07:00:00+00:00"
"DEFI-PERP",0.000212,"2020-11-09T06:00:00+00:00"
"DEFI-PERP",0.000204,"2020-11-09T05:00:00+00:00"
"DEFI-PERP",0.000241,"2020-11-09T04:00:00+00:00"
"DEFI-PERP",0.000214,"2020-11-09T03:00:00+00:00"
"DEFI-PERP",0.000252,"2020-11-09T02:00:00+00:00"
"DEFI-PERP",0.000231,"2020-11-09T01:00:00+00:00"
"DEFI-PERP",0.000191,"2020-11-09T00:00:00+00:00"
"DEFI-PERP",0.000157,"2020-11-08T23:00:00+00:00"
"DEFI-PERP",0.000102,"2020-11-08T22:00:00+00:00"
"DEFI-PERP",0.000124,"2020-11-08T21:00:00+00:00"
"DEFI-PERP",0.000103,"2020-11-08T20:00:00+00:00"
"DEFI-PERP",0.000128,"2020-11-08T19:00:00+00:00"
"DEFI-PERP",0.000141,"2020-11-08T18:00:00+00:00"
"DEFI-PERP",0.000188,"2020-11-08T17:00:00+00:00"
"DEFI-PERP",0.000223,"2020-11-08T16:00:00+00:00"
"DEFI-PERP",0.000261,"2020-11-08T15:00:00+00:00"
"DEFI-PERP",0.000241,"2020-11-08T14:00:00+00:00"
"DEFI-PERP",0.000218,"2020-11-08T13:00:00+00:00"
"DEFI-PERP",0.000188,"2020-11-08T12:00:00+00:00"
"DEFI-PERP",0.000219,"2020-11-08T11:00:00+00:00"
"DEFI-PERP",0.000142,"2020-11-08T10:00:00+00:00"
"DEFI-PERP",0.000097,"2020-11-08T09:00:00+00:00"
"DEFI-PERP",0.000074,"2020-11-08T08:00:00+00:00"
"DEFI-PERP",0.000066,"2020-11-08T07:00:00+00:00"
"DEFI-PERP",0.000085,"2020-11-08T06:00:00+00:00"
"DEFI-PERP",0.000093,"2020-11-08T05:00:00+00:00"
"DEFI-PERP",0.000092,"2020-11-08T04:00:00+00:00"
"DEFI-PERP",0.00009,"2020-11-08T03:00:00+00:00"
"DEFI-PERP",0.000097,"2020-11-08T02:00:00+00:00"
"DEFI-PERP",0.000098,"2020-11-08T01:00:00+00:00"
"DEFI-PERP",0.000091,"2020-11-08T00:00:00+00:00"
"DEFI-PERP",0.00009,"2020-11-07T23:00:00+00:00"
"DEFI-PERP",0.000088,"2020-11-07T22:00:00+00:00"
"DEFI-PERP",0.000156,"2020-11-07T21:00:00+00:00"
"DEFI-PERP",0.000119,"2020-11-07T20:00:00+00:00"
"DEFI-PERP",0.000172,"2020-11-07T19:00:00+00:00"
"DEFI-PERP",0.000203,"2020-11-07T18:00:00+00:00"
"DEFI-PERP",0.000277,"2020-11-07T17:00:00+00:00"
"DEFI-PERP",0.000311,"2020-11-07T16:00:00+00:00"
"DEFI-PERP",0.000247,"2020-11-07T15:00:00+00:00"
"DEFI-PERP",0.000282,"2020-11-07T14:00:00+00:00"
"DEFI-PERP",0.000241,"2020-11-07T13:00:00+00:00"
"DEFI-PERP",0.000128,"2020-11-07T12:00:00+00:00"
"DEFI-PERP",0.000195,"2020-11-07T11:00:00+00:00"
"DEFI-PERP",0.000293,"2020-11-07T10:00:00+00:00"
"DEFI-PERP",0.000323,"2020-11-07T09:00:00+00:00"
"DEFI-PERP",0.00044,"2020-11-07T08:00:00+00:00"
"DEFI-PERP",0.000457,"2020-11-07T07:00:00+00:00"
"DEFI-PERP",0.000457,"2020-11-07T06:00:00+00:00"
"DEFI-PERP",0.000443,"2020-11-07T05:00:00+00:00"
"DEFI-PERP",0.000469,"2020-11-07T04:00:00+00:00"
"DEFI-PERP",0.00051,"2020-11-07T03:00:00+00:00"
"DEFI-PERP",0.00051,"2020-11-07T02:00:00+00:00"
"DEFI-PERP",0.000522,"2020-11-07T01:00:00+00:00"
"DEFI-PERP",0.00052,"2020-11-07T00:00:00+00:00"
"DEFI-PERP",0.000504,"2020-11-06T23:00:00+00:00"
"DEFI-PERP",0.000515,"2020-11-06T22:00:00+00:00"
"DEFI-PERP",0.000504,"2020-11-06T21:00:00+00:00"
"DEFI-PERP",0.0005,"2020-11-06T20:00:00+00:00"
"DEFI-PERP",0.000457,"2020-11-06T19:00:00+00:00"
"DEFI-PERP",0.000452,"2020-11-06T18:00:00+00:00"
"DEFI-PERP",0.000456,"2020-11-06T17:00:00+00:00"
"DEFI-PERP",0.000536,"2020-11-06T16:00:00+00:00"
"DEFI-PERP",0.000586,"2020-11-06T15:00:00+00:00"
"DEFI-PERP",0.000554,"2020-11-06T14:00:00+00:00"
"DEFI-PERP",0.000596,"2020-11-06T13:00:00+00:00"
"DEFI-PERP",0.000873,"2020-11-06T12:00:00+00:00"
"DEFI-PERP",0.000976,"2020-11-06T11:00:00+00:00"
"DEFI-PERP",0.000636,"2020-11-06T10:00:00+00:00"
"DEFI-PERP",0.000619,"2020-11-06T09:00:00+00:00"
"DEFI-PERP",0.00067,"2020-11-06T08:00:00+00:00"
"DEFI-PERP",0.000238,"2020-11-06T07:00:00+00:00"
"DEFI-PERP",0.000218,"2020-11-06T06:00:00+00:00"
"DEFI-PERP",0.000232,"2020-11-06T05:00:00+00:00"
"DEFI-PERP",0.000225,"2020-11-06T04:00:00+00:00"
"DEFI-PERP",0.000193,"2020-11-06T03:00:00+00:00"
"DEFI-PERP",0.000217,"2020-11-06T02:00:00+00:00"
"DEFI-PERP",0.000213,"2020-11-06T01:00:00+00:00"
"DEFI-PERP",0.000201,"2020-11-06T00:00:00+00:00"
"DEFI-PERP",0.000173,"2020-11-05T23:00:00+00:00"
"DEFI-PERP",0.00019,"2020-11-05T22:00:00+00:00"
"DEFI-PERP",0.000209,"2020-11-05T21:00:00+00:00"
"DEFI-PERP",-0.000072,"2020-11-05T20:00:00+00:00"
"DEFI-PERP",-0.000069,"2020-11-05T19:00:00+00:00"
"DEFI-PERP",-0.000075,"2020-11-05T18:00:00+00:00"
"DEFI-PERP",-0.000087,"2020-11-05T17:00:00+00:00"
"DEFI-PERP",0.000004,"2020-11-05T16:00:00+00:00"
"DEFI-PERP",-0.000088,"2020-11-05T15:00:00+00:00"
"DEFI-PERP",-0.000199,"2020-11-05T14:00:00+00:00"
"DEFI-PERP",-0.000218,"2020-11-05T13:00:00+00:00"
"DEFI-PERP",-0.000206,"2020-11-05T12:00:00+00:00"
"DEFI-PERP",-0.000208,"2020-11-05T11:00:00+00:00"
"DEFI-PERP",-0.000205,"2020-11-05T10:00:00+00:00"
"DEFI-PERP",-0.00019,"2020-11-05T09:00:00+00:00"
"DEFI-PERP",-0.000176,"2020-11-05T08:00:00+00:00"
"DEFI-PERP",-0.00016,"2020-11-05T07:00:00+00:00"
"DEFI-PERP",-0.000157,"2020-11-05T06:00:00+00:00"
"DEFI-PERP",-0.000124,"2020-11-05T05:00:00+00:00"
"DEFI-PERP",-0.000079,"2020-11-05T04:00:00+00:00"
"DEFI-PERP",-0.000083,"2020-11-05T03:00:00+00:00"
"DEFI-PERP",-0.000099,"2020-11-05T02:00:00+00:00"
"DEFI-PERP",-0.000097,"2020-11-05T01:00:00+00:00"
"DEFI-PERP",-0.000088,"2020-11-05T00:00:00+00:00"
"DEFI-PERP",-0.000096,"2020-11-04T23:00:00+00:00"
"DEFI-PERP",-0.000132,"2020-11-04T22:00:00+00:00"
"DEFI-PERP",-0.000132,"2020-11-04T21:00:00+00:00"
"DEFI-PERP",-0.000121,"2020-11-04T20:00:00+00:00"
"DEFI-PERP",-0.000112,"2020-11-04T19:00:00+00:00"
"DEFI-PERP",-0.000123,"2020-11-04T18:00:00+00:00"
"DEFI-PERP",-0.000148,"2020-11-04T17:00:00+00:00"
"DEFI-PERP",-0.000167,"2020-11-04T16:00:00+00:00"
"DEFI-PERP",-0.000171,"2020-11-04T15:00:00+00:00"
"DEFI-PERP",-0.000158,"2020-11-04T14:00:00+00:00"
"DEFI-PERP",-0.000175,"2020-11-04T13:00:00+00:00"
"DEFI-PERP",-0.000166,"2020-11-04T12:00:00+00:00"
"DEFI-PERP",-0.000167,"2020-11-04T11:00:00+00:00"
"DEFI-PERP",-0.00018,"2020-11-04T10:00:00+00:00"
"DEFI-PERP",-0.000218,"2020-11-04T09:00:00+00:00"
"DEFI-PERP",-0.000222,"2020-11-04T08:00:00+00:00"
"DEFI-PERP",-0.000252,"2020-11-04T07:00:00+00:00"
"DEFI-PERP",-0.000215,"2020-11-04T06:00:00+00:00"
"DEFI-PERP",-0.000214,"2020-11-04T05:00:00+00:00"
"DEFI-PERP",-0.000213,"2020-11-04T04:00:00+00:00"
"DEFI-PERP",-0.000213,"2020-11-04T03:00:00+00:00"
"DEFI-PERP",-0.000204,"2020-11-04T02:00:00+00:00"
"DEFI-PERP",-0.000204,"2020-11-04T01:00:00+00:00"
"DEFI-PERP",-0.000208,"2020-11-04T00:00:00+00:00"
